code,location,file,cdg_node,neighbor_node,context_list,ddg_list,static_list,cluster_index
"control_printf ( SL_FAILURE , ""421 Unable to change uid.\r\n"" )",344:3:9209:9268,/data/download/bftpd/bftpd/login.c,"[[""True"", [15990, ""True"", ""bftpd_setuid ( userinfo . pw_uid )"", ""Condition""]], [""False"", [16031, ""True"", ""strcasecmp ( config_getoption ( \""DO_CHROOT\"" ) , \""no\"" )"", ""Condition""]]]",[],"[[[""bftpd_setuid"", ""userinfo"", ""pw_uid""]], [[""strcasecmp"", ""config_getoption"", ""\""DO_CHROOT\"""", ""\""no\""""]]]",[],"[""\""421 Unable to change uid.\\r\\n\""""]",123
"control_printf ( SL_FAILURE , ""421 Unable to change root directory.\r\n%s."" , strerror ( errno ) )",339:3:9054:9149,/data/download/bftpd/bftpd/login.c,"[[""True"", [16024, ""True"", ""chroot ( str )"", ""Condition""]], [""True"", [16031, ""True"", ""strcasecmp ( config_getoption ( \""DO_CHROOT\"" ) , \""no\"" )"", ""Condition""]]]",[],"[[[""chroot"", ""char [ MAX_STRING_LENGTH + 1 ]""]], [[""strcasecmp"", ""config_getoption"", ""\""DO_CHROOT\"""", ""\""no\""""]]]",[],"[""\""421 Unable to change root directory.\\r\\n%s.\""""]",122
"control_printf ( SL_FAILURE , ""530 Login incorrect."" )",300:2:7886:7936,/data/download/bftpd/bftpd/login.c,"[[""True"", [16258, ""True"", ""checkuser ( ) || checkshell ( )"", ""Condition""]], [""True"", [16268, ""True"", ""( ! file_auth [ 0 ] ) && ( ! anon_ok )"", ""Condition""]]]",[],"[[[""checkuser"", ""checkshell"", ""||""]], [[""!"", ""char *"", ""0""]], [[""!"", ""int""]]]",[],"[""\""530 Login incorrect.\""""]",51
"control_printf ( SL_FAILURE , ""421 Too many connections from your IP address."" )",290:12:7455:7531,/data/download/bftpd/bftpd/login.c,"[[""True"", [16309, ""True"", ""( maxusers ) && ( maxusers == bftpdutmp_dup_ip_count ( remotehostname ) )"", ""Condition""]], [""True"", [16641, ""True"", ""! home_directory"", ""Condition""]], [""True"", [16630, ""True"", ""! strcasecmp ( anonymous , \""yes\"" )"", ""Condition""]], [""True"", [16703, ""True"", ""! strcasecmp ( anonymous , \""yes\"" )"", ""Condition""]], [""True"", [16685, ""True"", ""! getpwnam ( user )"", ""Condition""]]]",[],"[[[""int""]], [[""int"", ""bftpdutmp_dup_ip_count"", ""remotehostname"", ""==""]], [[""!"", ""char *""]], [[""!"", ""strcasecmp"", ""char *"", ""\""yes\""""]], [[""!"", ""strcasecmp"", ""char *"", ""\""yes\""""]], [[""!"", ""getpwnam"", ""user""]]]",[],"[""\""421 Too many connections from your IP address.\""""]",96
"control_printf ( SL_FAILURE , ""421 User %s is already logged in %i times."" , user , maxusers )",271:2:6722:6810,/data/download/bftpd/bftpd/login.c,"[[""True"", [16393, ""True"", ""( maxusers ) && ( maxusers == bftpdutmp_usercount ( user ) )"", ""Condition""]], [""True"", [16641, ""True"", ""! home_directory"", ""Condition""]], [""True"", [16630, ""True"", ""! strcasecmp ( anonymous , \""yes\"" )"", ""Condition""]], [""True"", [16703, ""True"", ""! strcasecmp ( anonymous , \""yes\"" )"", ""Condition""]], [""True"", [16685, ""True"", ""! getpwnam ( user )"", ""Condition""]]]",[],"[[[""int""]], [[""int"", ""bftpdutmp_usercount"", ""user"", ""==""]], [[""!"", ""char *""]], [[""!"", ""strcasecmp"", ""char *"", ""\""yes\""""]], [[""!"", ""strcasecmp"", ""char *"", ""\""yes\""""]], [[""!"", ""getpwnam"", ""user""]]]","[[[""int"", ""unsigned long"", ""=""], ""int""], [[""int"", ""0"", ""=""], ""int""]]","[""\""421 User %s is already logged in %i times.\""""]",134
"control_printf ( SL_FAILURE , ""421 There are already %i users logged in."" , maxusers )",258:2:6178:6259,/data/download/bftpd/bftpd/login.c,"[[""True"", [16475, ""True"", ""( maxusers ) && ( maxusers == bftpdutmp_usercount ( \""*\"" ) )"", ""Condition""]], [""True"", [16641, ""True"", ""! home_directory"", ""Condition""]], [""True"", [16630, ""True"", ""! strcasecmp ( anonymous , \""yes\"" )"", ""Condition""]], [""True"", [16703, ""True"", ""! strcasecmp ( anonymous , \""yes\"" )"", ""Condition""]], [""True"", [16685, ""True"", ""! getpwnam ( user )"", ""Condition""]]]",[],"[[[""int""]], [[""int"", ""bftpdutmp_usercount"", ""\""*\"""", ""==""]], [[""!"", ""char *""]], [[""!"", ""strcasecmp"", ""char *"", ""\""yes\""""]], [[""!"", ""strcasecmp"", ""char *"", ""\""yes\""""]], [[""!"", ""getpwnam"", ""user""]]]","[[[""int"", ""unsigned long"", ""=""], ""int""], [[""int"", ""0"", ""=""], ""int""]]","[""\""421 There are already %i users logged in.\""""]",134
"control_printf ( SL_FAILURE , ""530 Login incorrect."" )",244:4:5690:5740,/data/download/bftpd/bftpd/login.c,"[[""False"", [16570, ""True"", ""strncasecmp ( foo , \""yes\"" , 3 )"", ""Condition""]], [""True"", [16581, ""True"", ""foo [ 0 ] != '\\0'"", ""Condition""]]]",[],"[[[""strncasecmp"", ""char *"", ""\""yes\"""", ""3""]], [[""char *"", ""0"", ""'\\0'"", ""!=""]]]",[],"[""\""530 Login incorrect.\""""]",125
"control_printf ( SL_FAILURE , ""530-Server disabled.\r\n421 Reason: %s"" , foo )",242:4:5603:5676,/data/download/bftpd/bftpd/login.c,"[[""True"", [16570, ""True"", ""strncasecmp ( foo , \""yes\"" , 3 )"", ""Condition""]], [""True"", [16581, ""True"", ""foo [ 0 ] != '\\0'"", ""Condition""]]]",[],"[[[""strncasecmp"", ""char *"", ""\""yes\"""", ""3""]], [[""char *"", ""0"", ""'\\0'"", ""!=""]]]","[[[""strncasecmp"", ""char *"", ""config_getoption"", ""\""DENY_LOGIN\"""", ""="", ""\""no\"""", ""2""], ""char *""]]","[""\""530-Server disabled.\\r\\n421 Reason: %s\""""]",125
"control_printf ( SL_FAILURE , ""530 Anonymous user not allowed."" )",232:18:5311:5372,/data/download/bftpd/bftpd/login.c,"[[""False"", [16630, ""True"", ""! strcasecmp ( anonymous , \""yes\"" )"", ""Condition""]], [""True"", [16641, ""True"", ""! home_directory"", ""Condition""]]]",[],"[[[""!"", ""strcasecmp"", ""char *"", ""\""yes\""""]], [[""!"", ""char *""]]]",[],"[""\""530 Anonymous user not allowed.\""""]",52
"control_printf ( SL_FAILURE , ""530 Login incorrect."" )",215:16:4788:4838,/data/download/bftpd/bftpd/login.c,"[[""True"", [16685, ""True"", ""! getpwnam ( user )"", ""Condition""]], [""False"", [16703, ""True"", ""! strcasecmp ( anonymous , \""yes\"" )"", ""Condition""]]]",[],"[[[""!"", ""getpwnam"", ""user""]], [[""!"", ""strcasecmp"", ""char *"", ""\""yes\""""]]]",[],"[""\""530 Login incorrect.\""""]",53
"control_printf ( SL_SUCCESS , ""%i-%s"" , number , foo )",88:3:1949:1997,/data/download/bftpd/bftpd/main.c,"[[""True"", [17868, ""True"", ""fgets ( foo , MAX_STRING_LENGTH , phile )"", ""Condition""]], [""True"", [17879, ""True"", ""phile"", ""Condition""]]]",[],"[[[""fgets"", ""char [ MAX_STRING_LENGTH ]"", ""MAX_STRING_LENGTH"", ""FILE *""]], [[""FILE *""]]]","[[[""int""], ""int""], [[""char [ MAX_STRING_LENGTH ]"", ""MAX_STRING_LENGTH""], ""char [ MAX_STRING_LENGTH ]""]]","[""\""%i-%s\""""]",54
"control_printf ( SL_FAILURE , ""421 Kicked from the server due to control connection timeout."" )",178:8:3965:4056,/data/download/bftpd/bftpd/main.c,"[[""False"", [18291, ""True"", ""alarm_type"", ""Condition""]]]",[],"[[[""alarm_type""]]]",[],"[""\""421 Kicked from the server due to control connection timeout.\""""]",135
"control_printf ( SL_FAILURE , ""421 Kicked from the server due to data connection timeout."" )",174:8:3755:3843,/data/download/bftpd/bftpd/main.c,"[[""True"", [18291, ""True"", ""alarm_type"", ""Condition""]]]",[],"[[[""alarm_type""]]]",[],"[""\""421 Kicked from the server due to data connection timeout.\""""]",135
"control_printf ( SL_SUCCESS , ""220 %s"" , str )",422:1:11597:11638,/data/download/bftpd/bftpd/main.c,"[[""True"", [18836, ""True"", ""getpeername ( fileno ( stderr ) , ( struct sockaddr * ) & remotename , & my_length )"", ""Condition""]], [""True"", [19571, ""True"", ""fork ( )"", ""Condition""]], [""True"", [19594, ""True"", ""daemonmode == 1"", ""Condition""]], [""True"", [19604, ""True"", ""daemonmode"", ""Condition""]]]",[],"[[[""getpeername"", ""fileno"", ""stderr"", ""&"", ""remotename"", ""&"", ""my_length""]], [[""fork""]], [[""daemonmode"", ""1"", ""==""]], [[""daemonmode""]]]","[[[""char [ MAX_STRING_LENGTH + 1 ]"", ""MAX_STRING_LENGTH"", ""1"", ""+""], ""char [ MAX_STRING_LENGTH + 1 ]""]]","[""\""220 %s\""""]",136
"control_printf ( SL_FAILURE , ""421-Could not get peer IP address.\r\n421 %s."" , strerror ( errno ) )",370:2:9500:9609,/data/download/bftpd/bftpd/main.c,"[[""True"", [18836, ""True"", ""getpeername ( fileno ( stderr ) , ( struct sockaddr * ) & remotename , & my_length )"", ""Condition""]], [""True"", [19571, ""True"", ""fork ( )"", ""Condition""]], [""True"", [19594, ""True"", ""daemonmode == 1"", ""Condition""]], [""True"", [19604, ""True"", ""daemonmode"", ""Condition""]]]",[],"[[[""getpeername"", ""fileno"", ""stderr"", ""&"", ""remotename"", ""&"", ""my_length""]], [[""fork""]], [[""daemonmode"", ""1"", ""==""]], [[""daemonmode""]]]",[],"[""\""421-Could not get peer IP address.\\r\\n421 %s.\""""]",136
"control_printf ( SL_FAILURE , ""421 Memory error while handling config file."" )",218:20:7723:7797,/data/download/bftpd/bftpd/options.c,"[[""True"", [24594, ""True"", ""! grp"", ""Condition""]], [""True"", [24632, ""True"", ""strstr ( str , \""group \"" ) == str"", ""Condition""]]]",[],"[[[""!"", ""struct group_of_users *""]], [[""strstr"", ""char *"", ""\""group \"""", ""char *"", ""==""]]]",[],"[""\""421 Memory error while handling config file.\""""]",55
"control_printf ( SL_FAILURE , ""421 Memory error while handling config file."" )",204:19:7086:7160,/data/download/bftpd/bftpd/options.c,"[[""True"", [24703, ""True"", ""! usr -> name"", ""Condition""]], [""False"", [24741, ""True"", ""! usr"", ""Condition""]]]",[],"[[[""!"", ""struct user *"", ""name""]], [[""!"", ""struct user *""]]]",[],"[""\""421 Memory error while handling config file.\""""]",56
"control_printf ( SL_FAILURE , ""421 Memory error while reading config file."" )",196:20:6809:6882,/data/download/bftpd/bftpd/options.c,"[[""True"", [24741, ""True"", ""! usr"", ""Condition""]], [""True"", [24779, ""True"", ""strstr ( str , \""user \"" ) == str"", ""Condition""]]]",[],"[[[""!"", ""struct user *""]], [[""strstr"", ""char *"", ""\""user \"""", ""char *"", ""==""]]]",[],"[""\""421 Memory error while reading config file.\""""]",57
"control_printf ( SL_FAILURE , ""421 Unable to open configuration file."" )",175:2:5870:5938,/data/download/bftpd/bftpd/options.c,"[[""True"", [24909, ""True"", ""! configfile"", ""Condition""]], [""False"", [24926, ""True"", ""! configpath"", ""Condition""]]]",[],"[[[""!"", ""FILE *""]], [[""!"", ""configpath""]]]",[],"[""\""421 Unable to open configuration file.\""""]",58
"fprintf ( stderr , ""%s\r\n"" , buffer )",87:4:1633:1666,/data/download/bftpd/bftpd/commands.c,[],"[["""", [1009, ""True"", ""va_end ( val )"", ""ExpressionStatement""]], ["""", [1016, ""True"", ""vsnprintf ( buffer , sizeof ( buffer ) , format , val )"", ""ExpressionStatement""]]]","[[[""va_end"", ""va_list""]], [[""vsnprintf"", ""char [ MAX_STRING_LENGTH ]"", ""char *"", ""va_list""]]]","[[[""char [ MAX_STRING_LENGTH ]"", ""MAX_STRING_LENGTH""], ""char [ MAX_STRING_LENGTH ]""]]","[""\""%s\\r\\n\""""]",59
"fprintf ( stderr , ""%s"" , buffer )",76:12:1924:1953,/data/download/bftpd/bftpd/commands_admin.c,"[[""True"", [11082, ""True"", ""fgets ( buffer , sizeof ( buffer ) , mystatuslog )"", ""Condition""]], [""True"", [11095, ""True"", ""mystatuslog"", ""Condition""]]]",[],"[[[""fgets"", ""char [ 256 ]"", ""mystatuslog""]], [[""mystatuslog""]]]","[[[""char [ 256 ]"", ""256""], ""char [ 256 ]""]]","[""\""%s\""""]",60
"fprintf ( stderr , ""200 User listing finished.\n"" )",108:4:2921:2968,/data/download/bftpd/bftpd/commands_admin.c,[],"[["""", [11199, ""True"", ""fprintf ( stderr , \""200-%-10i%-15s%-20s%s\"" , tmp . bu_pid , tmp . bu_name , tmp . bu_host , ctime ( & ( tmp . bu_time ) ) )"", ""ExpressionStatement""]], ["""", [11232, ""True"", ""continue ;"", ""ContinueStatement""]], ["""", [11258, ""True"", ""rewind ( bftpdutmp )"", ""ExpressionStatement""]]]","[[[""fprintf"", ""stderr"", ""\""200-%-10i%-15s%-20s%s\"""", ""struct bftpdutmp"", ""bu_pid"", ""struct bftpdutmp"", ""bu_name"", ""struct bftpdutmp"", ""bu_host"", ""ctime"", ""&"", ""struct bftpdutmp"", ""bu_time""]], [[]], [[""rewind"", ""bftpdutmp""]]]",[],"[""\""200 User listing finished.\\n\""""]",61
"fprintf ( stderr , ""200-%-10i%-15s%-20s%s"" , tmp . bu_pid , tmp . bu_name , tmp . bu_host , ctime ( & ( tmp . bu_time ) ) )",105:8:2791:2909,/data/download/bftpd/bftpd/commands_admin.c,"[[""False"", [11233, ""True"", ""! tmp . bu_type"", ""Condition""]], [""True"", [11239, ""True"", ""fread ( ( void * ) & tmp , sizeof ( tmp ) , 1 , bftpdutmp )"", ""Condition""]]]",[],"[[[""!"", ""struct bftpdutmp"", ""bu_type""]], [[""fread"", ""&"", ""tmp"", ""1"", ""bftpdutmp""]]]","[[[""struct bftpdutmp""], ""struct bftpdutmp""]]","[""\""200-%-10i%-15s%-20s%s\""""]",62
"fprintf ( stderr , ""200-PID       User           Host                Login time\n"" )",100:4:2568:2648,/data/download/bftpd/bftpd/commands_admin.c,[],"[["""", [11274, ""True"", ""fprintf ( stderr , \""200-User listing follows.\\n\"" )"", ""ExpressionStatement""]], ["""", [11283, ""True"", ""struct bftpdutmp tmp ;"", ""IdentifierDeclStatement""]]]","[[[""fprintf"", ""stderr"", ""\""200-User listing follows.\\n\""""]], [[""struct bftpdutmp""]]]",[],"[""\""200-PID       User           Host                Login time\\n\""""]",63
"fprintf ( stderr , ""200-User listing follows.\n"" )",99:4:2516:2562,/data/download/bftpd/bftpd/commands_admin.c,[],"[["""", [11283, ""True"", ""struct bftpdutmp tmp ;"", ""IdentifierDeclStatement""]], ["""", [11183, ""True"", ""char * params"", ""Parameter""]]]","[[[""struct bftpdutmp""]], [[""char *""]]]",[],"[""\""200-User listing follows.\\n\""""]",64
"fprintf ( client , ""%s %3i %-8s %-8s %llu %s %s%s\r\n"" , perm , ( int ) statbuf . st_nlink , uid , gid , ( unsigned long long ) statbuf . st_size , timestr , name , linktarget )",160:1:3859:4025,/data/download/bftpd/bftpd/dirlist.c,"[[""True"", [12671, ""True"", ""! tea_time"", ""Condition""]], [""False"", [12712, ""True"", ""! local_time"", ""Condition""]]]",[],"[[[""!"", ""struct tm *""]], [[""!"", ""struct tm *""]]]","[[[""temp"", ""MAXCMD"", ""3"", ""+"", ""linktarget"", ""MAXCMD"", ""5"", ""+"", ""perm"", ""11"", ""timestr"", ""17"", ""char [ USERLEN + 1 ]"", ""USERLEN"", ""1"", ""+"", ""gid"", ""USERLEN"", ""1"", ""+""], ""timestr""], [[""char *""], ""char *""], [[""struct stat""], ""struct stat""], [[""temp"", ""MAXCMD"", ""3"", ""+"", ""linktarget"", ""MAXCMD"", ""5"", ""+"", ""perm"", ""11"", ""timestr"", ""17"", ""char [ USERLEN + 1 ]"", ""USERLEN"", ""1"", ""+"", ""gid"", ""USERLEN"", ""1"", ""+""], ""perm""], [[""temp"", ""MAXCMD"", ""3"", ""+"", ""linktarget"", ""MAXCMD"", ""5"", ""+"", ""perm"", ""11"", ""timestr"", ""17"", ""char [ USERLEN + 1 ]"", ""USERLEN"", ""1"", ""+"", ""gid"", ""USERLEN"", ""1"", ""+""], ""gid""], [[""temp"", ""MAXCMD"", ""3"", ""+"", ""linktarget"", ""MAXCMD"", ""5"", ""+"", ""perm"", ""11"", ""timestr"", ""17"", ""char [ USERLEN + 1 ]"", ""USERLEN"", ""1"", ""+"", ""gid"", ""USERLEN"", ""1"", ""+""], ""linktarget""], [[""FILE *""], ""FILE *""], [[""temp"", ""MAXCMD"", ""3"", ""+"", ""linktarget"", ""MAXCMD"", ""5"", ""+"", ""perm"", ""11"", ""timestr"", ""17"", ""char [ USERLEN + 1 ]"", ""USERLEN"", ""1"", ""+"", ""gid"", ""USERLEN"", ""1"", ""+""], ""char [ USERLEN + 1 ]""]]","[""\""%s %3i %-8s %-8s %llu %s %s%s\\r\\n\""""]",65
"fprintf ( client , ""213-Error: %s.\n"" , strerror ( errno ) )",111:8:2366:2418,/data/download/bftpd/bftpd/dirlist.c,"[[""True"", [12948, ""True"", ""lstat ( name , ( struct stat * ) & statbuf ) == - 1"", ""Condition""]]]",[],"[[[""lstat"", ""char *"", ""&"", ""statbuf"", ""-"", ""1"", ""==""]]]","[[[""FILE *""], ""FILE *""]]","[""\""213-Error: %s.\\n\""""]",109
"fprintf ( client , ""%s\r\n"" , filename_index )",190:8:4726:4767,/data/download/bftpd/bftpd/dirlist.c,"[[""False"", [13105, ""True"", ""verbose"", ""Condition""]], [""True"", [13153, ""True"", ""! stat ( name , ( struct stat * ) & statbuf )"", ""Condition""]], [""True"", [13151, ""True"", ""tmp"", ""Condition""]], [""True"", [13134, ""True"", ""tmp = tmp -> next"", ""Condition""]]]",[],"[[[""char""]], [[""!"", ""stat"", ""char *"", ""&"", ""statbuf""]], [[""struct hidegroup *""]], [[""struct hidegroup *"", ""struct hidegroup *"", ""next"", ""=""]]]","[[[""char *""], ""char *""], [[""char *"", ""char *"", ""=""], ""char *""], [[""FILE *""], ""FILE *""]]","[""\""%s\\r\\n\""""]",66
"fprintf ( statuslog , ""%i %i %i %s\n"" , ( int ) getpid ( ) , type , type2 , buffer )",66:8:1641:1729,/data/download/bftpd/bftpd/logging.c,"[[""True"", [14147, ""True"", ""statuslog"", ""Condition""]]]",[],"[[[""statuslog""]]]","[[[""char""], ""char""], [[""char""], ""char""], [[""char [ 1024 ]"", ""1024""], ""char [ 1024 ]""]]","[""\""%i %i %i %s\\n\""""]",126
"fprintf ( logfile , ""%s %s[%i]: %s"" , timestr , global_argv [ 0 ] , ( int ) getpid ( ) , buffer )",85:2:2087:2173,/data/download/bftpd/bftpd/logging.c,"[[""True"", [14268, ""True"", ""logfile"", ""Condition""]]]",[],"[[[""logfile""]]]","[[[""buffer"", ""1024"", ""char [ 40 ]"", ""40""], ""char [ 40 ]""], [[""buffer"", ""1024"", ""char [ 40 ]"", ""40""], ""buffer""]]","[""\""%s %s[%i]: %s\"""", ""0""]",67
"fprintf ( send_receive_file , ""%s %.0f %.0f\n"" , username , sent , received )",175:4:4001:4071,/data/download/bftpd/bftpd/logging.c,"[[""False"", [14662, ""True"", ""! send_receive_file"", ""Condition""]]]",[],"[[[""!"", ""send_receive_file""]]]","[[[""double""], ""double""], [[""double""], ""double""], [[""char *""], ""char *""]]","[""\""%s %.0f %.0f\\n\""""]",68
"fprintf ( stderr , ""Listen failed: %s\n"" , strerror ( errno ) )",264:3:6426:6481,/data/download/bftpd/bftpd/main.c,"[[""True"", [19324, ""True"", ""listen ( listensocket , 5 )"", ""Condition""]], [""False"", [19571, ""True"", ""fork ( )"", ""Condition""]], [""False"", [19594, ""True"", ""daemonmode == 1"", ""Condition""]]]",[],"[[[""listen"", ""listensocket"", ""5""]], [[""fork""]], [[""daemonmode"", ""1"", ""==""]]]",[],"[""\""Listen failed: %s\\n\""""]",69
"fprintf ( stderr , ""Bind failed: %s\n"" , strerror ( errno ) )",260:3:6319:6372,/data/download/bftpd/bftpd/main.c,"[[""True"", [19358, ""True"", ""bind ( listensocket , ( struct sockaddr * ) & myaddr , sizeof ( myaddr ) ) < 0"", ""Condition""]], [""True"", [19571, ""True"", ""fork ( )"", ""Condition""]], [""True"", [19594, ""True"", ""daemonmode == 1"", ""Condition""]]]",[],"[[[""bind"", ""listensocket"", ""&"", ""myaddr"", ""0"", ""<""]], [[""fork""]], [[""daemonmode"", ""1"", ""==""]]]",[],"[""\""Bind failed: %s\\n\""""]",70
"bftpd_statuslog ( 3 , success , ""%s"" , buffer )",89:4:1722:1763,/data/download/bftpd/bftpd/commands.c,[],"[["""", [985, ""True"", ""replace ( buffer , \""\\r\"" , \""\"" , MAX_STRING_LENGTH )"", ""ExpressionStatement""]], ["""", [998, ""True"", ""fprintf ( stderr , \""%s\\r\\n\"" , buffer )"", ""ExpressionStatement""]]]","[[[""replace"", ""char [ MAX_STRING_LENGTH ]"", ""\""\\r\"""", ""\""\"""", ""MAX_STRING_LENGTH""]], [[""fprintf"", ""stderr"", ""\""%s\\r\\n\"""", ""char [ MAX_STRING_LENGTH ]""]]]","[[[""char""], ""char""], [[""char [ MAX_STRING_LENGTH ]"", ""MAX_STRING_LENGTH""], ""char [ MAX_STRING_LENGTH ]""]]","[""3"", ""\""%s\""""]",71
"bftpd_statuslog ( 1 , 0 , ""quit"" )",103:4:2201:2230,/data/download/bftpd/bftpd/main.c,[],"[["""", [17982, ""True"", ""bftpd_log ( \""Quitting.\\n\"" )"", ""ExpressionStatement""]], ["""", [17989, ""True"", ""config_end ( )"", ""ExpressionStatement""]]]","[[[""bftpd_log"", ""\""Quitting.\\n\""""]], [[""config_end""]]]",[],"[""1"", ""0"", ""\""quit\""""]",72
"bftpd_statuslog ( 2 , 0 , ""%s"" , str )",432:8:11985:12017,/data/download/bftpd/bftpd/main.c,"[[""True"", [18421, ""True"", ""fgets ( str , MAXCMD , stdin )"", ""Condition""]], [""True"", [18836, ""True"", ""getpeername ( fileno ( stderr ) , ( struct sockaddr * ) & remotename , & my_length )"", ""Condition""]]]",[],"[[[""fgets"", ""char [ MAX_STRING_LENGTH + 1 ]"", ""MAXCMD"", ""stdin""]], [[""getpeername"", ""fileno"", ""stderr"", ""&"", ""remotename"", ""&"", ""my_length""]]]","[[[""char [ MAX_STRING_LENGTH + 1 ]"", ""MAX_STRING_LENGTH"", ""1"", ""+""], ""char [ MAX_STRING_LENGTH + 1 ]""]]","[""2"", ""0"", ""\""%s\""""]",98
"bftpd_statuslog ( 1 , 0 , ""connect %s"" , remotehostname )",408:8:10936:10987,/data/download/bftpd/bftpd/main.c,"[[""True"", [18836, ""True"", ""getpeername ( fileno ( stderr ) , ( struct sockaddr * ) & remotename , & my_length )"", ""Condition""]], [""True"", [19571, ""True"", ""fork ( )"", ""Condition""]], [""True"", [19594, ""True"", ""daemonmode == 1"", ""Condition""]], [""True"", [19604, ""True"", ""daemonmode"", ""Condition""]]]",[],"[[[""getpeername"", ""fileno"", ""stderr"", ""&"", ""remotename"", ""&"", ""my_length""]], [[""fork""]], [[""daemonmode"", ""1"", ""==""]], [[""daemonmode""]]]","[[[""remotehostname"", ""strdup"", ""char *"", ""=""], ""remotehostname""], [[""remotehostname"", ""\""\"""", ""=""], ""remotehostname""], [[""remotehostname"", ""\""\"""", ""=""], ""remotehostname""], [[""remotehostname"", ""\""\"""", ""=""], ""remotehostname""], [[""remotehostname"", ""strdup"", ""char *"", ""=""], ""remotehostname""], [[""remotehostname"", ""strdup"", ""struct hostent *"", ""h_name"", ""=""], ""remotehostname""]]","[""1"", ""0"", ""\""connect %s\""""]",136
"vsnprintf ( buffer , sizeof ( buffer ) , format , val )",85:4:1564:1610,/data/download/bftpd/bftpd/commands.c,[],"[["""", [1031, ""True"", ""va_start ( val , format )"", ""ExpressionStatement""]], ["""", [1040, ""True"", ""va_list val ;"", ""IdentifierDeclStatement""]]]","[[[""va_start"", ""va_list"", ""char *""]], [[""va_list""]]]","[[[""char *""], ""char *""], [[""char [ MAX_STRING_LENGTH ]"", ""MAX_STRING_LENGTH""], ""char [ MAX_STRING_LENGTH ]""], [[""va_list""], ""va_list""]]",[],73
"sprintf ( foo , ""%c%%i%c%%50[^%c]%c%%i%c"" , delim , delim , delim , delim , delim )",306:4:7624:7698,/data/download/bftpd/bftpd/commands.c,"[[""False"", [2560, ""True"", ""strlen ( params ) < 5"", ""Condition""]], [""False"", [2581, ""True"", ""epsvall"", ""Condition""]]]",[],"[[[""strlen"", ""char *"", ""5"", ""<""]], [[""epsvall""]]]","[[[""char"", ""char *"", ""0"", ""=""], ""char""], [[""char [ 20 ]"", ""20""], ""char [ 20 ]""]]","[""\""%c%%i%c%%50[^%c]%c%%i%c\""""]",103
"sprintf ( confstr , ""ALLOWCOMMAND_%s"" , commands [ i ] . name )",1815:12:54939:54992,/data/download/bftpd/bftpd/commands.c,"[[""True"", [10186, ""True"", ""! strncasecmp ( str , commands [ i ] . name , strlen ( commands [ i ] . name ) )"", ""Condition""]], [""True"", [10215, ""True"", ""commands [ i ] . name"", ""Condition""]]]",[],"[[[""!"", ""strncasecmp"", ""char *"", ""commands"", ""int"", ""name"", ""strlen"", ""commands"", ""int"", ""name""]], [[""commands"", ""int"", ""name""]]]","[[[""int"", ""0"", ""=""], ""int""], [[""int""], ""int""], [[""char [ 64 ]"", ""pp"", ""confstr"", ""64""], ""confstr""]]","[""\""ALLOWCOMMAND_%s\""""]",120
"sprintf ( linktarget , "" -> %s"" , temp )",118:2:2577:2612,/data/download/bftpd/bftpd/dirlist.c,"[[""True"", [12920, ""True"", ""S_ISLNK ( statbuf . st_mode )"", ""Condition""]], [""False"", [12948, ""True"", ""lstat ( name , ( struct stat * ) & statbuf ) == - 1"", ""Condition""]]]",[],"[[[""S_ISLNK"", ""struct stat"", ""st_mode""]], [[""lstat"", ""char *"", ""&"", ""statbuf"", ""-"", ""1"", ""==""]]]","[[[""temp"", ""MAXCMD"", ""3"", ""+"", ""linktarget"", ""MAXCMD"", ""5"", ""+"", ""perm"", ""11"", ""timestr"", ""17"", ""char [ USERLEN + 1 ]"", ""USERLEN"", ""1"", ""+"", ""gid"", ""USERLEN"", ""1"", ""+""], ""temp""], [[""temp"", ""MAXCMD"", ""3"", ""+"", ""linktarget"", ""MAXCMD"", ""5"", ""+"", ""perm"", ""11"", ""timestr"", ""17"", ""char [ USERLEN + 1 ]"", ""USERLEN"", ""1"", ""+"", ""gid"", ""USERLEN"", ""1"", ""+""], ""linktarget""]]","[""\"" -> %s\""""]",127
"vsnprintf ( buffer , sizeof ( buffer ) , format , val )",63:8:1525:1571,/data/download/bftpd/bftpd/logging.c,"[[""True"", [14147, ""True"", ""statuslog"", ""Condition""]]]",[],"[[[""statuslog""]]]","[[[""char *""], ""char *""], [[""va_list""], ""va_list""], [[""char [ 1024 ]"", ""1024""], ""char [ 1024 ]""]]",[],126
"vsnprintf ( buffer , sizeof ( buffer ) , format , val )",78:1:1886:1932,/data/download/bftpd/bftpd/logging.c,[],"[["""", [14292, ""True"", ""va_start ( val , format )"", ""ExpressionStatement""]], ["""", [14301, ""True"", ""time_t t ;"", ""IdentifierDeclStatement""]]]","[[[""va_start"", ""va_list"", ""char *""]], [[""time_t""]]]","[[[""char *""], ""char *""], [[""buffer"", ""1024"", ""char [ 40 ]"", ""40""], ""buffer""], [[""va_list""], ""va_list""]]",[],74
