class,old_loc,old_log,new_log,function,function_loc,check,variable,edit,file,function,loc,log,check,variable,cluster
2102,4628,warning(rename_limit_warning);,warning(_(rename_limit_warning));,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_358.cpp,5,"[""int""]",[null],"[[], [u'_']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/unpack-trees.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2548.cpp,17,"fprintf(stderr, ""Aborting\n"")","[""int""]",[null],3087
2102,4628,warning(rename_limit_warning);,warning(_(rename_limit_warning));,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_358.cpp,5,"[""int""]",[null],"[[], [u'_']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/line-log.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2643.cpp,20,"fputs(""\\ No newline at end of file\n"", stdout)","[""int""]",[null],3087
2102,4628,warning(rename_limit_warning);,warning(_(rename_limit_warning));,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_358.cpp,5,"[""int""]",[null],"[[], [u'_']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/http-push.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3299.cpp,281,"fprintf(stderr, ""    done\n"")","[""int""]",[null],3087
2102,4628,warning(rename_limit_warning);,warning(_(rename_limit_warning));,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_358.cpp,5,"[""int""]",[null],"[[], [u'_']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/git.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3879.cpp,49,"fprintf(stderr, ""No directory given for --git-dir.\n"" )","[""int""]",[null],3087
2102,4628,warning(rename_limit_warning);,warning(_(rename_limit_warning));,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_358.cpp,5,"[""int""]",[null],"[[], [u'_']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/git.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3879.cpp,63,"fprintf(stderr, ""No namespace given for --namespace.\n"" )","[""int""]",[null],3087
2102,4628,warning(rename_limit_warning);,warning(_(rename_limit_warning));,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_358.cpp,5,"[""int""]",[null],"[[], [u'_']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/git.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3879.cpp,77,"fprintf(stderr, ""No directory given for --work-tree.\n"" )","[""int""]",[null],3087
2102,4628,warning(rename_limit_warning);,warning(_(rename_limit_warning));,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_358.cpp,5,"[""int""]",[null],"[[], [u'_']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/git.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3879.cpp,99,"fprintf(stderr, ""-c expects a configuration string\n"" )","[""int""]",[null],3087
2102,4628,warning(rename_limit_warning);,warning(_(rename_limit_warning));,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_358.cpp,5,"[""int""]",[null],"[[], [u'_']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/git.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3879.cpp,133,"fprintf(stderr, ""No directory given for -C.\n"" )","[""int""]",[null],3087
1993,355,"die(""invalid unshallow line: %s"", line);","die(_(""invalid unshallow line: %s""), line);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_366.cpp,92,"[""get_sha1_hex_ret""]","[""skip_prefix_arg_ret""]","[[], [u'_']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/fetch-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3860.cpp,86,"die(""invalid shallow line: %s"", line)","[""get_sha1_hex_ret""]","[""skip_prefix_arg_ret""]",2781
1993,355,"die(""invalid unshallow line: %s"", line);","die(_(""invalid unshallow line: %s""), line);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_366.cpp,92,"[""get_sha1_hex_ret""]","[""skip_prefix_arg_ret""]","[[], [u'_']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/fetch-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3860.cpp,92,"die(""invalid unshallow line: %s"", line)","[""get_sha1_hex_ret""]","[""skip_prefix_arg_ret""]",2781
1996,278,"die(""You have not concluded your notes merge ""
				    ""(%s exists)."", git_path(""NOTES_MERGE_*""));","die(_(""You have not concluded your notes merge ""
				    ""(%s exists).""), git_path(""NOTES_MERGE_*""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_415.cpp,17,[null],"[""git_path_ret""]","[[], [u'_']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/notes-merge.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3992.cpp,10,"die(""You have not concluded your previous ""
				    ""notes merge (%s exists).\nPlease, use ""
				    ""'git notes merge --commit' or 'git notes ""
				    ""merge --abort' to commit/abort the ""
				    ""previous merge before you start a new ""
				    ""notes merge."", git_path(""NOTES_MERGE_*""))",[null],"[""git_path_ret""]",2789
1996,278,"die(""You have not concluded your notes merge ""
				    ""(%s exists)."", git_path(""NOTES_MERGE_*""));","die(_(""You have not concluded your notes merge ""
				    ""(%s exists).""), git_path(""NOTES_MERGE_*""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_415.cpp,17,[null],"[""git_path_ret""]","[[], [u'_']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/notes-merge.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3992.cpp,17,"die(""You have not concluded your notes merge ""
				    ""(%s exists)."", git_path(""NOTES_MERGE_*""))",[null],"[""git_path_ret""]",2789
1997,399,"printf(""CONFLICT (delete/modify): Notes for object %s ""
				""deleted in %s and modified in %s. Version from %s ""
				""left in tree.\n"",
				sha1_to_hex(p->obj), rref, lref, lref);","printf(""CONFLICT (delete/modify): Notes for object %s ""
				""deleted in %s and modified in %s. Version from %s ""
				""left in tree.\n"",
				oid_to_hex(&p->obj), rref, lref, lref);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_418.cpp,34,"[""check_notes_merge_worktree_arg_ret"", null]","[""sha1_to_hex_ret"", ""char"", ""char"", ""char""]","[[u'sha1_to_hex', u'p'], [u'oid_to_hex', u'&p']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/notes-merge.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3996.cpp,25,"printf(""CONFLICT (delete/modify): Notes for object %s ""
				""deleted in %s and modified in %s. Version from %s ""
				""left in tree.\n"",
				sha1_to_hex(p->obj), lref, rref, rref)","[""check_notes_merge_worktree_arg_ret"", null]","[""sha1_to_hex_ret"", ""char"", ""char"", ""char""]",2791
1997,399,"printf(""CONFLICT (delete/modify): Notes for object %s ""
				""deleted in %s and modified in %s. Version from %s ""
				""left in tree.\n"",
				sha1_to_hex(p->obj), rref, lref, lref);","printf(""CONFLICT (delete/modify): Notes for object %s ""
				""deleted in %s and modified in %s. Version from %s ""
				""left in tree.\n"",
				oid_to_hex(&p->obj), rref, lref, lref);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_418.cpp,34,"[""check_notes_merge_worktree_arg_ret"", null]","[""sha1_to_hex_ret"", ""char"", ""char"", ""char""]","[[u'sha1_to_hex', u'p'], [u'oid_to_hex', u'&p']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/notes-merge.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3996.cpp,34,"printf(""CONFLICT (delete/modify): Notes for object %s ""
				""deleted in %s and modified in %s. Version from %s ""
				""left in tree.\n"",
				sha1_to_hex(p->obj), rref, lref, lref)","[""check_notes_merge_worktree_arg_ret"", null]","[""sha1_to_hex_ret"", ""char"", ""char"", ""char""]",2791
2103,442,"printf(""Using remote notes for %s\n"",
						sha1_to_hex(p->obj));","printf(""Using remote notes for %s\n"",
						oid_to_hex(&p->obj));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_421.cpp,19,"[""merge_one_change_manual_arg_ret"", null]","[""sha1_to_hex_ret""]","[[u'sha1_to_hex', u'p'], [u'oid_to_hex', u'&p']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/notes-merge.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3997.cpp,13,"printf(""Using local notes for %s\n"",
						sha1_to_hex(p->obj))","[""merge_one_change_manual_arg_ret"", null]","[""sha1_to_hex_ret""]",3040
2103,442,"printf(""Using remote notes for %s\n"",
						sha1_to_hex(p->obj));","printf(""Using remote notes for %s\n"",
						oid_to_hex(&p->obj));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_421.cpp,19,"[""merge_one_change_manual_arg_ret"", null]","[""sha1_to_hex_ret""]","[[u'sha1_to_hex', u'p'], [u'oid_to_hex', u'&p']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/notes-merge.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3997.cpp,19,"printf(""Using remote notes for %s\n"",
						sha1_to_hex(p->obj))","[""merge_one_change_manual_arg_ret"", null]","[""sha1_to_hex_ret""]",3040
2103,442,"printf(""Using remote notes for %s\n"",
						sha1_to_hex(p->obj));","printf(""Using remote notes for %s\n"",
						oid_to_hex(&p->obj));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_421.cpp,19,"[""merge_one_change_manual_arg_ret"", null]","[""sha1_to_hex_ret""]","[[u'sha1_to_hex', u'p'], [u'oid_to_hex', u'&p']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/notes-merge.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3997.cpp,26,"printf(""Concatenating local and remote notes for %s\n"",
							sha1_to_hex(p->obj))","[""merge_one_change_manual_arg_ret"", null]","[""sha1_to_hex_ret""]",3040
2103,442,"printf(""Using remote notes for %s\n"",
						sha1_to_hex(p->obj));","printf(""Using remote notes for %s\n"",
						oid_to_hex(&p->obj));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_421.cpp,19,"[""merge_one_change_manual_arg_ret"", null]","[""sha1_to_hex_ret""]","[[u'sha1_to_hex', u'p'], [u'oid_to_hex', u'&p']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/notes-merge.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3997.cpp,34,"printf(""Concatenating unique lines in local and remote ""
				""notes for %s\n"", sha1_to_hex(p->obj))","[""merge_one_change_manual_arg_ret"", null]","[""sha1_to_hex_ret""]",3040
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/pack-bitmap.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_237.cpp,88,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/pack-bitmap.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_248.cpp,40,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/pack-bitmap-write.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1617.cpp,49,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/bundle.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1887.cpp,36,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/sequencer.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2379.cpp,10,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/sequencer.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2399.cpp,55,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/reachable.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2409.cpp,35,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/reachable.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2409.cpp,43,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/bisect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2992.cpp,3,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/submodule.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3076.cpp,18,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/submodule.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3084.cpp,19,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/submodule.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3089.cpp,26,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/http-push.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3299.cpp,262,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/remote.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3725.cpp,51,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/blame.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4365.cpp,227,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/shortlog.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4474.cpp,5,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4517.cpp,20,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/branch.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4741.cpp,30,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/log.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5062.cpp,10,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/log.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5077.cpp,30,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/log.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5097.cpp,271,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/log.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5100.cpp,63,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/fmt-merge-msg.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5264.cpp,27,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/fast-export.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5343.cpp,78,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/rev-list.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5393.cpp,105,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/merge.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5554.cpp,27,"die(_(""revision walk setup failed""))","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/pack-objects.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5649.cpp,43,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2000,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_479.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[u'die'], [u'error']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/pack-objects.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_5649.cpp,53,"die(""revision walk setup failed"")","[""prepare_revision_walk_ret""]",[],3098
2105,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_506.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [u'summary_width']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2083.cpp,18,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""non-fast-forward"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",3018
