class,old_loc,old_log,new_log,function,function_loc,check,variable,edit,file,function,loc,log,check,variable,cluster
2105,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_506.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [u'summary_width']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2083.cpp,22,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",3018
2105,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_506.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [u'summary_width']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2083.cpp,26,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""fetch first"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",3018
2105,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_506.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [u'summary_width']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2083.cpp,30,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""needs force"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",3018
2105,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_506.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [u'summary_width']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2083.cpp,34,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""stale info"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",3018
2105,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_506.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [u'summary_width']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2083.cpp,38,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""new shallow roots not allowed"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",3018
2105,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_506.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [u'summary_width']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2083.cpp,52,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""atomic push failed"", porcelain)","[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]",3018
2001,420,"packet_write(1, ""ACK %s continue\n"", hex);","packet_write_fmt(1, ""ACK %s continue\n"", hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_527.cpp,43,[null],"[""sha1_to_hex_ret""]","[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/upload-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_145.cpp,41,"packet_write(1, ""ACK %s ready\n"", hex)",[null],"[""sha1_to_hex_ret""]",2991
2001,420,"packet_write(1, ""ACK %s continue\n"", hex);","packet_write_fmt(1, ""ACK %s continue\n"", hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_527.cpp,43,[null],"[""sha1_to_hex_ret""]","[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/upload-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_145.cpp,43,"packet_write(1, ""ACK %s continue\n"", hex)",[null],"[""sha1_to_hex_ret""]",2991
2001,420,"packet_write(1, ""ACK %s continue\n"", hex);","packet_write_fmt(1, ""ACK %s continue\n"", hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_527.cpp,43,[null],"[""sha1_to_hex_ret""]","[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/describe.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4242.cpp,32,"die(_(""no tag exactly matches '%s'""), sha1_to_hex(cmit->object.sha1))",[null],"[""sha1_to_hex_ret""]",2991
2001,420,"packet_write(1, ""ACK %s continue\n"", hex);","packet_write_fmt(1, ""ACK %s continue\n"", hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_527.cpp,43,[null],"[""sha1_to_hex_ret""]","[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/index-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4989.cpp,65,"printf(""%s\n"", sha1_to_hex(sha1))",[null],"[""sha1_to_hex_ret""]",2991
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/upload-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_145.cpp,50,"packet_write(1, ""ACK %s common\n"", last_hex)",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/upload-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_145.cpp,52,"packet_write(1, ""ACK %s continue\n"", last_hex)",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/upload-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_145.cpp,62,"packet_write(1, ""ACK %s\n"", last_hex)",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/fast-import.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1397.cpp,92,"fprintf(stderr, ""---------------------------------------------------------------------\n"")",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/fast-import.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1397.cpp,105,"fprintf(stderr, ""---------------------------------------------------------------------\n"")",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/fast-import.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1397.cpp,107,"fprintf(stderr, ""---------------------------------------------------------------------\n"")",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/fast-import.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1397.cpp,108,"fprintf(stderr, ""\n"")",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/refs.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2838.cpp,21,"fprintf(stderr, ""no symlink - falling back to symbolic ref\n"")",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/bisect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3002.cpp,7,"die(""a %s revision is needed"", term_bad)",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/http-push.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3267.cpp,5,"fprintf(stderr, ""Getting pack list\n"")",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport-helper.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3345.cpp,4,"fprintf(stderr, ""Debug: Remote helper: Waiting...\n"")",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport-helper.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3345.cpp,7,"fprintf(stderr, ""Debug: Remote helper quit.\n"")",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport-helper.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3350.cpp,113,"fprintf(stderr, ""Debug: Capabilities complete.\n"")",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport-helper.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3351.cpp,7,"fprintf(stderr, ""Debug: Disconnecting.\n"")",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport-helper.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3359.cpp,47,"fprintf(stderr, ""Debug: Smart transport connection ""
				""ready.\n"")",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport-helper.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3359.cpp,52,"fprintf(stderr, ""Debug: Falling back to dumb ""
				""transport.\n"")",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/transport-helper.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3370.cpp,53,"fprintf(stderr, ""Debug: Read ref listing.\n"")",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/sha1_name.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3530.cpp,25,"fprintf(stderr, ""%s\n"", _(object_name_msg))",[null],[null],3103
2002,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_529.cpp,52,[null],[null],"[[u'packet_write'], [u'packet_write_fmt']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.6.7/builtin/pull.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4211.cpp,7,"fprintf_ln(stderr, _(""There is no candidate for rebasing against among the refs that you just fetched.""))",[null],[null],3103
