code,location,file,context_list,ddg_list,static_list
"fprintf ( stderr , ""kwsysProcess_New returned NULL!\n"" )",536:4:17598:17650,/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c,"[[[""!"", ""kwsysProcess *""]]]",[],"[""\""kwsysProcess_New returned NULL!\\n\""""]"
"fprintf ( stdout , ""Usage: %s <test number>\n"" , argv [ 0 ] )",708:4:23183:23236,/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c,"[[[""int"", ""2"", "">""]], [[""strcmp"", ""const char * [ ]"", ""1"", ""\""0\"""", ""0"", ""==""]], [[""int"", ""1"", "">=""]], [[""int"", ""10"", ""<=""]]]","[[[""const char * [ ]""], ""const char * [ ]""], [[""const char * [ ]"", ""int"", ""new_args"", ""int"", ""=""], ""* argv""]]","[""\""Usage: %s <test number>\\n\"""", ""0""]"
"fprintf ( stderr , ""Output on stderr after test %d.\n"" , n )",686:4:22552:22607,/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c,"[[[""int"", ""1"", "">=""]], [[""int"", ""10"", ""<=""]], [[""int"", ""1"", "">="", ""int"", ""10"", ""<="", ""&&"", ""int"", ""108"", ""=="", ""int"", ""109"", ""=="", ""int"", ""110"", ""=="", ""||"", ""||"", ""||""]], [[""int"", ""3"", ""==""]]]","[[[""int"", ""atoi"", ""const char * [ ]"", ""2"", ""=""], ""int""], [[""int"", ""atoi"", ""const char * [ ]"", ""1"", ""=""], ""int""], [[""int"", ""int"", ""0"", ""=""], ""int""]]","[""\""Output on stderr after test %d.\\n\""""]"
"fprintf ( stdout , ""Output on stdout after test %d.\n"" , n )",685:4:22491:22546,/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c,"[[[""int"", ""1"", "">=""]], [[""int"", ""10"", ""<=""]], [[""int"", ""1"", "">="", ""int"", ""10"", ""<="", ""&&"", ""int"", ""108"", ""=="", ""int"", ""109"", ""=="", ""int"", ""110"", ""=="", ""||"", ""||"", ""||""]], [[""int"", ""3"", ""==""]]]","[[[""int"", ""atoi"", ""const char * [ ]"", ""2"", ""=""], ""int""], [[""int"", ""atoi"", ""const char * [ ]"", ""1"", ""=""], ""int""], [[""int"", ""int"", ""0"", ""=""], ""int""]]","[""\""Output on stdout after test %d.\\n\""""]"
"fprintf ( stderr , ""Output on stderr before test %d.\n"" , n )",678:4:22123:22179,/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c,"[[[""int"", ""1"", "">=""]], [[""int"", ""10"", ""<=""]], [[""int"", ""1"", "">="", ""int"", ""10"", ""<="", ""&&"", ""int"", ""108"", ""=="", ""int"", ""109"", ""=="", ""int"", ""110"", ""=="", ""||"", ""||"", ""||""]], [[""int"", ""3"", ""==""]]]","[[[""int"", ""atoi"", ""const char * [ ]"", ""2"", ""=""], ""int""], [[""int"", ""atoi"", ""const char * [ ]"", ""1"", ""=""], ""int""], [[""int"", ""int"", ""0"", ""=""], ""int""]]","[""\""Output on stderr before test %d.\\n\""""]"
"fprintf ( stdout , ""Output on stdout before test %d.\n"" , n )",677:4:22061:22117,/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c,"[[[""int"", ""1"", "">=""]], [[""int"", ""10"", ""<=""]], [[""int"", ""1"", "">="", ""int"", ""10"", ""<="", ""&&"", ""int"", ""108"", ""=="", ""int"", ""109"", ""=="", ""int"", ""110"", ""=="", ""||"", ""||"", ""||""]], [[""int"", ""3"", ""==""]]]","[[[""int"", ""int"", ""0"", ""=""], ""int""], [[""int"", ""atoi"", ""const char * [ ]"", ""1"", ""=""], ""int""], [[""int"", ""atoi"", ""const char * [ ]"", ""2"", ""=""], ""int""]]","[""\""Output on stdout before test %d.\\n\""""]"
"fprintf ( stderr , ""Invalid test number %d.\n"" , n )",618:4:19829:19876,/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testProcess.c,"[[[""int""]], [[""int"", ""1"", "">="", ""int"", ""10"", ""<="", ""&&"", ""int"", ""108"", ""=="", ""int"", ""109"", ""=="", ""int"", ""110"", ""=="", ""||"", ""||"", ""||""]], [[""int"", ""3"", ""==""]]]","[[[""int"", ""int"", ""0"", ""=""], ""int""], [[""int"", ""atoi"", ""const char * [ ]"", ""1"", ""=""], ""int""], [[""int"", ""atoi"", ""const char * [ ]"", ""2"", ""=""], ""int""]]","[""\""Invalid test number %d.\\n\""""]"
"fprintf ( stdout , ""\n"" )",20:2:677:698,/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testTerminal.c,"[[[""kwsysTerminal_cfprintf"", ""kwsysTerminal_Color_ForegroundYellow"", ""kwsysTerminal_Color_BackgroundBlue"", ""kwsysTerminal_Color_AssumeTTY"", ""|"", ""|"", ""stdout"", ""\""Hello %s!\"""", ""\""World\""""]], [[""argv""]]]",[],"[""\""\\n\""""]"
"kwsysTerminal_cfprintf ( kwsysTerminal_Color_ForegroundYellow | kwsysTerminal_Color_BackgroundBlue | kwsysTerminal_Color_AssumeTTY , stdout , ""Hello %s!"" , ""World"" )",16:2:435:673,/data/download/CMake/cmake-master/cmake-master/Source/kwsys/testTerminal.c,"[[[""argv""]], [[""argc""]]]",[],"[""\""Hello %s!\"""", ""\""World\""""]"
"fprintf ( stdout , ""%s\n"" , argv [ i ] )",7:4:104:136,/data/download/CMake/cmake-master/cmake-master/Tests/CTestTest/SmallAndFast/echoargs.c,"[[[""int"", ""int"", ""<""]]]","[[[""int"", ""int"", ""0"", ""=""], ""int""], [[""const char * [ ]""], ""const char * [ ]""]]","[""\""%s\\n\""""]"
"fprintf ( file , ""%s"" , ""x"" )",14:4:285:309,/data/download/CMake/cmake-master/cmake-master/Tests/CTestTestParallel/lockFile.c,"[[[""int"", ""10000"", ""<""]]]","[[[""FILE *"", ""fopen"", ""const char *"", ""\""w\"""", ""=""], ""FILE *""]]","[""\""%s\"""", ""\""x\""""]"
"fprintf ( file , ""%s"" , ""x"" )",22:4:445:469,/data/download/CMake/cmake-master/cmake-master/Tests/CTestTestResourceLock/lockFile.c,"[[[""int"", ""10000"", ""<""]]]","[[[""FILE *"", ""fopen"", ""const char *"", ""\""w\"""", ""=""], ""FILE *""]]","[""\""%s\"""", ""\""x\""""]"
"fprintf ( stderr , ""after sleep\n"" )",18:2:302:334,/data/download/CMake/cmake-master/cmake-master/Tests/CTestTestTimeout/sleep.c,"[[[""Sleep"", ""TIMEOUT"", ""4"", ""+"", ""1000"", ""*""]], [[""fflush"", ""stderr""]]]",[],"[""\""after sleep\\n\""""]"
"fprintf ( stderr , ""before sleep\n"" )",11:2:114:147,/data/download/CMake/cmake-master/cmake-master/Tests/CTestTestTimeout/sleep.c,"[[[""ENTRY""]]]",[],"[""\""before sleep\\n\""""]"
"fprintf ( stderr , ""build_config_name is not \""relwithdebinfo\""\n"" )",37:4:948:1012,/data/download/CMake/cmake-master/cmake-master/Tests/CompileDefinitions/runtest.c,"[[[""strcmp"", ""char [ ]"", ""\""relwithdebinfo\"""", ""0"", ""!=""]], [[""strcmp"", ""char [ ]"", ""\""minsizerel\"""", ""0"", ""!=""]]]",[],"[""\""build_config_name is not \\\""relwithdebinfo\\\""\\n\""""]"
"fprintf ( stderr , ""build_config_name is not \""minsizerel\""\n"" )",31:4:765:825,/data/download/CMake/cmake-master/cmake-master/Tests/CompileDefinitions/runtest.c,"[[[""strcmp"", ""char [ ]"", ""\""minsizerel\"""", ""0"", ""!=""]], [[""strcmp"", ""char [ ]"", ""\""release\"""", ""0"", ""!=""]]]",[],"[""\""build_config_name is not \\\""minsizerel\\\""\\n\""""]"
"fprintf ( stderr , ""build_config_name is not \""release\""\n"" )",25:4:593:650,/data/download/CMake/cmake-master/cmake-master/Tests/CompileDefinitions/runtest.c,"[[[""strcmp"", ""char [ ]"", ""\""release\"""", ""0"", ""!=""]], [[""strcmp"", ""char [ ]"", ""\""debug\"""", ""0"", ""!=""]]]",[],"[""\""build_config_name is not \\\""release\\\""\\n\""""]"
"fprintf ( stderr , ""build_config_name is not \""debug\""\n"" )",19:4:429:484,/data/download/CMake/cmake-master/cmake-master/Tests/CompileDefinitions/runtest.c,"[[[""strcmp"", ""char [ ]"", ""\""debug\"""", ""0"", ""!=""]]]",[],"[""\""build_config_name is not \\\""debug\\\""\\n\""""]"
"fprintf ( stderr , ""build_config_name=\""%s\""\n"" , build_config_name )",16:2:285:349,/data/download/CMake/cmake-master/cmake-master/Tests/CompileDefinitions/runtest.c,"[[[""c""]], [[""char *"", ""char [ ]"", ""=""]]]","[[[""char [ ]"", ""BUILD_CONFIG_NAME"", ""BUILD_CONFIG_NAME"", ""=""], ""char [ ]""]]","[""\""build_config_name=\\\""%s\\\""\\n\""""]"
"fprintf ( stderr , ""Error writing to %s\n"" , argv [ 1 ] )",17:6:333:382,/data/download/CMake/cmake-master/cmake-master/Tests/ExportImport/Export/testExe1.c,"[[[""FILE *""]], [[""int"", ""2"", ""<""]]]","[[[""const char * [ ]""], ""const char * [ ]""]]","[""\""Error writing to %s\\n\"""", ""1""]"
"fprintf ( f , ""int generated_by_testExe1() { return 0; }\n"" )",14:6:238:295,/data/download/CMake/cmake-master/cmake-master/Tests/ExportImport/Export/testExe1.c,"[[[""FILE *""]], [[""int"", ""2"", ""<""]]]","[[[""FILE *"", ""FILE *"", ""fopen"", ""const char * [ ]"", ""1"", ""\""w\"""", ""=""], ""FILE *""]]","[""\""int generated_by_testExe1() { return 0; }\\n\""""]"
"fprintf ( stderr , ""Must specify output file.\n"" )",8:4:114:160,/data/download/CMake/cmake-master/cmake-master/Tests/ExportImport/Export/testExe1.c,"[[[""int"", ""2"", ""<""]]]",[],"[""\""Must specify output file.\\n\""""]"
"fprintf ( stderr , ""Error writing to %s\n"" , argv [ 1 ] )",15:6:302:351,/data/download/CMake/cmake-master/cmake-master/Tests/ExportImport/Export/testExe3.c,"[[[""FILE *""]], [[""int"", ""2"", ""<""]]]","[[[""const char * [ ]""], ""const char * [ ]""]]","[""\""Error writing to %s\\n\"""", ""1""]"
"fprintf ( f , ""int generated_by_testExe3() { return 0; }\n"" )",12:6:207:264,/data/download/CMake/cmake-master/cmake-master/Tests/ExportImport/Export/testExe3.c,"[[[""FILE *""]], [[""int"", ""2"", ""<""]]]","[[[""FILE *"", ""FILE *"", ""fopen"", ""const char * [ ]"", ""1"", ""\""w\"""", ""=""], ""FILE *""]]","[""\""int generated_by_testExe3() { return 0; }\\n\""""]"
"fprintf ( stderr , ""Must specify output file.\n"" )",6:4:83:129,/data/download/CMake/cmake-master/cmake-master/Tests/ExportImport/Export/testExe3.c,"[[[""int"", ""2"", ""<""]]]",[],"[""\""Must specify output file.\\n\""""]"
"fprintf ( stderr , ""Error writing to %s\n"" , argv [ 1 ] )",15:6:302:351,/data/download/CMake/cmake-master/cmake-master/Tests/ExportImport/Export/testExe4.c,"[[[""FILE *""]], [[""int"", ""2"", ""<""]]]","[[[""const char * [ ]""], ""const char * [ ]""]]","[""\""Error writing to %s\\n\"""", ""1""]"
"fprintf ( f , ""int generated_by_testExe4() { return 0; }\n"" )",12:6:207:264,/data/download/CMake/cmake-master/cmake-master/Tests/ExportImport/Export/testExe4.c,"[[[""FILE *""]], [[""int"", ""2"", ""<""]]]","[[[""FILE *"", ""FILE *"", ""fopen"", ""const char * [ ]"", ""1"", ""\""w\"""", ""=""], ""FILE *""]]","[""\""int generated_by_testExe4() { return 0; }\\n\""""]"
"fprintf ( stderr , ""Must specify output file.\n"" )",6:4:83:129,/data/download/CMake/cmake-master/cmake-master/Tests/ExportImport/Export/testExe4.c,"[[[""int"", ""2"", ""<""]]]",[],"[""\""Must specify output file.\\n\""""]"
"fprintf ( stderr , ""Could not save png to '%s'\n"" , filename )",45:4:1209:1266,/data/download/CMake/cmake-master/cmake-master/Tests/FindGTK2/cairo/main.c,"[[[""cairo_status_t"", ""CAIRO_STATUS_SUCCESS"", ""!=""]], [[""int"", ""2"", ""!=""]]]","[[[""char *"", ""char * [ ]"", ""1"", ""=""], ""char *""]]","[""\""Could not save png to '%s'\\n\""""]"
"fprintf ( stderr , ""Usage: %s OUTPUT_FILENAME\n"" , argv [ 0 ] )",11:4:185:240,/data/download/CMake/cmake-master/cmake-master/Tests/FindGTK2/cairo/main.c,"[[[""int"", ""2"", ""!=""]]]","[[[""char * [ ]""], ""char * [ ]""]]","[""\""Usage: %s OUTPUT_FILENAME\\n\"""", ""0""]"
"fprintf ( stderr , ""*** Failed LOADED COMMAND Final Pass\n"" )",165:4:6169:6226,/data/download/CMake/cmake-master/cmake-master/Tests/LoadCommand/CMakeCommands/cmTestCommand.c,"[[[""strcmp"", ""cmLoadedCommandInfo *"", ""CAPI"", ""GetDefinition"", ""void *"", ""\""TEST_DEF\"""", ""\""HOO\"""", ""strcmp"", ""cmVTKWrapTclData *"", ""LibraryName"", ""\""HOO\"""", ""||""]]]",[],"[""\""*** Failed LOADED COMMAND Final Pass\\n\""""]"
"fprintf ( stderr , ""*** Failed LOADED COMMAND Final Pass\n"" )",165:4:6169:6226,/data/download/CMake/cmake-master/cmake-master/Tests/LoadCommandOneConfig/CMakeCommands/cmTestCommand.c,"[[[""strcmp"", ""cmLoadedCommandInfo *"", ""CAPI"", ""GetDefinition"", ""void *"", ""\""TEST_DEF\"""", ""\""HOO\"""", ""strcmp"", ""cmVTKWrapTclData *"", ""LibraryName"", ""\""HOO\"""", ""||""]]]",[],"[""\""*** Failed LOADED COMMAND Final Pass\\n\""""]"
"fprintf ( stderr , ""OLD_EXPR id not work in C [%s]\n"" , TO_STRING ( OLD_EXPR ) )",186:4:4008:4080,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""OLD_DEF not defined in C\\n\""""]]]",[],"[""\""OLD_EXPR id not work in C [%s]\\n\""""]"
"fprintf ( stderr , ""OLD_DEF not defined in C\n"" )",180:4:3886:3931,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""DIRECTORY_DEF not defined in C\\n\""""]]]",[],"[""\""OLD_DEF not defined in C\\n\""""]"
"fprintf ( stderr , ""DIRECTORY_DEF not defined in C\n"" )",174:4:3782:3833,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""TARGET_DEF not defined in C\\n\""""]]]",[],"[""\""DIRECTORY_DEF not defined in C\\n\""""]"
"fprintf ( stderr , ""TARGET_DEF not defined in C\n"" )",168:4:3675:3723,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""FILE_DEF not defined in C\\n\""""]]]",[],"[""\""TARGET_DEF not defined in C\\n\""""]"
"fprintf ( stderr , ""FILE_DEF not defined in C\n"" )",162:4:3573:3619,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""TARGET_PATH_DEF not defined in C\\n\""""]]]",[],"[""\""FILE_DEF not defined in C\\n\""""]"
"fprintf ( stderr , ""TARGET_PATH_DEF not defined in C\n"" )",156:4:3466:3519,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""FILE_PATH_DEF not defined in C\\n\""""]]]",[],"[""\""TARGET_PATH_DEF not defined in C\\n\""""]"
"fprintf ( stderr , ""FILE_PATH_DEF not defined in C\n"" )",150:4:3354:3405,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""RELEASE and DEBUG definitions inconsistent in C\\n\""""]]]",[],"[""\""FILE_PATH_DEF not defined in C\\n\""""]"
"fprintf ( stderr , ""RELEASE and DEBUG definitions inconsistent in C\n"" )",143:4:3220:3288,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""FILE_DEF_RELEASE and TARGET_DEF_RELEASE inconsistent in C\\n\""""]]]",[],"[""\""RELEASE and DEBUG definitions inconsistent in C\\n\""""]"
"fprintf ( stderr , ""FILE_DEF_RELEASE and TARGET_DEF_RELEASE inconsistent in C\n"" )",135:4:3029:3119,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""DEBUG and RELEASE definitions inconsistent in C\\n\""""]]]",[],"[""\""FILE_DEF_RELEASE and TARGET_DEF_RELEASE inconsistent in C\\n\""""]"
"fprintf ( stderr , ""DEBUG and RELEASE definitions inconsistent in C\n"" )",126:4:2768:2836,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""FILE_DEF_DEBUG and TARGET_DEF_DEBUG inconsistent in C\\n\""""]]]",[],"[""\""DEBUG and RELEASE definitions inconsistent in C\\n\""""]"
"fprintf ( stderr , ""FILE_DEF_DEBUG and TARGET_DEF_DEBUG inconsistent in C\n"" )",119:4:2589:2663,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""DIRECTORY_DEF_RELEASE should not be defined in C\\n\""""]]]",[],"[""\""FILE_DEF_DEBUG and TARGET_DEF_DEBUG inconsistent in C\\n\""""]"
"fprintf ( stderr , ""DIRECTORY_DEF_RELEASE should not be defined in C\n"" )",110:4:2335:2404,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""TARGET_DEF_RELEASE should not be defined in C\\n\""""]]]",[],"[""\""DIRECTORY_DEF_RELEASE should not be defined in C\\n\""""]"
"fprintf ( stderr , ""TARGET_DEF_RELEASE should not be defined in C\n"" )",104:4:2203:2269,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""FILE_DEF_RELEASE should not be defined in C\\n\""""]]]",[],"[""\""TARGET_DEF_RELEASE should not be defined in C\\n\""""]"
"fprintf ( stderr , ""FILE_DEF_RELEASE should not be defined in C\n"" )",98:4:2076:2140,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""DIRECTORY_DEF_DEBUG should be defined in C\\n\""""]]]",[],"[""\""FILE_DEF_RELEASE should not be defined in C\\n\""""]"
"fprintf ( stderr , ""DIRECTORY_DEF_DEBUG should be defined in C\n"" )",92:4:1952:2015,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""TARGET_DEF_DEBUG should be defined in C\\n\""""]]]",[],"[""\""DIRECTORY_DEF_DEBUG should be defined in C\\n\""""]"
"fprintf ( stderr , ""TARGET_DEF_DEBUG should be defined in C\n"" )",86:4:1827:1887,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""FILE_DEF_DEBUG should be defined in C\\n\""""]]]",[],"[""\""TARGET_DEF_DEBUG should be defined in C\\n\""""]"
"fprintf ( stderr , ""FILE_DEF_DEBUG should be defined in C\n"" )",79:4:1700:1758,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""DIRECTORY_DEF_RELEASE should be defined in C\\n\""""]]]",[],"[""\""FILE_DEF_DEBUG should be defined in C\\n\""""]"
"fprintf ( stderr , ""DIRECTORY_DEF_RELEASE should be defined in C\n"" )",70:4:1519:1584,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""TARGET_DEF_RELEASE should be defined in C\\n\""""]]]",[],"[""\""DIRECTORY_DEF_RELEASE should be defined in C\\n\""""]"
"fprintf ( stderr , ""TARGET_DEF_RELEASE should be defined in C\n"" )",64:4:1390:1452,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""FILE_DEF_RELEASE should be defined in C\\n\""""]]]",[],"[""\""TARGET_DEF_RELEASE should be defined in C\\n\""""]"
"fprintf ( stderr , ""FILE_DEF_RELEASE should be defined in C\n"" )",57:4:1259:1319,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""DIRECTORY_DEF_DEBUG should not be defined in C\\n\""""]]]",[],"[""\""FILE_DEF_RELEASE should be defined in C\\n\""""]"
"fprintf ( stderr , ""DIRECTORY_DEF_DEBUG should not be defined in C\n"" )",50:4:1105:1172,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""TARGET_DEF_DEBUG should not be defined in C\\n\""""]]]",[],"[""\""DIRECTORY_DEF_DEBUG should not be defined in C\\n\""""]"
"fprintf ( stderr , ""TARGET_DEF_DEBUG should not be defined in C\n"" )",44:4:977:1041,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""FILE_DEF_DEBUG should not be defined in C\\n\""""]]]",[],"[""\""TARGET_DEF_DEBUG should not be defined in C\\n\""""]"
"fprintf ( stderr , ""FILE_DEF_DEBUG should not be defined in C\n"" )",38:4:854:916,/data/download/CMake/cmake-master/cmake-master/Tests/Preprocess/preprocess.c,"[[[""int"", ""0"", ""=""]], [[""fprintf"", ""stderr"", ""\""TARGET_EXPR did not work in C [%s]\\n\"""", ""TO_STRING"", ""FILE_EXPR""]], [[""int"", ""0"", ""=""]]]",[],"[""\""FILE_DEF_DEBUG should not be defined in C\\n\""""]"
