code,location,file,context_list,ddg_list,static_list
"BIO_printf ( mem , ""%lx"" , X509_get_version ( x ) )",2558:4:76195:76238,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/openssl.c,"[[[""int"", ""int"", ""<""]], [[""CURLcode""]]]","[[[""BIO *"", ""BIO_new"", ""BIO_s_mem"", ""=""], ""BIO *""], [[""X509 *"", ""X509 *"", ""sk_X509_value"", ""sk"", ""int"", ""=""], ""X509 *""]]","[""\""%lx\""""]"
"return snprintf ( buffer , size , OSSL_PACKAGE ) ;",3286:2:97971:98014,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/openssl.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]",[]
"return snprintf ( buffer , size , ""%s/%d.%d.%d"" , version >= 0x01030A00 ? ""mbedTLS"" : ""PolarSSL"" , version >> 24 , ( version >> 16 ) & 0xff , ( version >> 8 ) & 0xff ) ;",709:2:20171:20347,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/polarssl.c,"[[[""unsigned int"", ""unsigned int"", ""version_get_number"", ""=""]], [[""size_t""]]]","[[[""size_t""], ""size_t""], [[""unsigned int"", ""unsigned int"", ""version_get_number"", ""=""], ""unsigned int""], [[""char *""], ""char *""]]","[""\""%s/%d.%d.%d\"""", ""\""mbedTLS\"""", ""\""PolarSSL\"""", ""24"", ""0xff"", ""0xff"", ""16"", ""8"", ""0x01030A00""]"
"size = snprintf ( buffer , size , ""WinSSL"" )",1557:2:55302:55341,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/schannel.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""WinSSL\""""]"
"snprintf ( output , outlen , ""%s:"" , label )",687:2:19735:19773,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/vtls.c,"[[[""!"", ""char *""]]]","[[[""char *"", ""malloc"", ""size_t"", ""=""], ""char *""], [[""const char *""], ""const char *""], [[""size_t"", ""size_t"", ""size_t"", ""1"", ""size_t"", ""1"", ""+"", ""+"", ""+"", ""=""], ""size_t""]]","[""\""%s:\""""]"
"snprintf ( buf + n , 4 , ""%02x:"" , * ( const unsigned char * ) beg ++ )",213:8:7455:7516,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/x509asn1.c,"[[[""const char *"", ""const char *"", ""<""]], [[""char *""]]]","[[[""char *"", ""malloc"", ""3"", ""size_t"", ""*"", ""1"", ""+"", ""=""], ""char *""], [[""size_t"", ""0"", ""=""], ""size_t""], [[""size_t"", ""3""], ""size_t""], [[""const char *""], ""const char *""], [[""snprintf"", ""char *"", ""size_t"", ""+"", ""4"", ""\""%02x:\"""", ""*"", ""const char *""], ""const char *""]]","[""4"", ""\""%02x:\""""]"
"return curl_maprintf ( ""%s%lx"" , ( val < 0 || val >= 10 ) ? ""0x"" : """" , val ) ;",250:2:8355:8423,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/x509asn1.c,"[[[""size_t"", ""4"", "">""]], [[""!"", ""size_t""]]]","[[[""long"", ""long"", ""8"", ""<<"", ""*"", ""const char *"", ""|"", ""=""], ""long""]]","[""\""%s%lx\"""", ""\""0x\"""", ""\""\"""", ""0"", ""10""]"
"return curl_maprintf ( ""%.4s-%.2s-%.2s %.2s:%.2s:%c%c%s%.*s%s%.*s"" , beg , beg + 4 , beg + 6 , beg + 8 , beg + 10 , sec1 , sec2 , fracl ? ""."" : """" , fracl , fracp , sep , tzl , tzp ) ;",502:2:14531:14787,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/x509asn1.c,"[[[""const char *"", ""const char *"", ""12"", ""-"", ""-""]]]","[[[""const char *"", ""\"" \"""", ""=""], ""const char *""], [[""const char *"", ""const char *"", ""\""\"""", ""=""], ""const char *""], [[""size_t"", ""const char *"", ""const char *"", ""1"", ""-"", ""-"", ""=""], ""size_t""], [[""size_t""], ""size_t""], [[""size_t"", ""0"", ""=""], ""size_t""], [[""const char *""], ""const char *""], [[""const char *""], ""const char *""], [[""const char *""], ""const char *""], [[""const char *"", ""const char *"", ""=""], ""const char *""], [[""const char *"", ""\"" GMT\"""", ""=""], ""const char *""], [[""size_t"", ""const char *"", ""const char *"", ""-"", ""=""], ""size_t""], [[""char"", ""const char *"", ""-"", ""1"", ""=""], ""char""], [[""char"", ""'0'"", ""=""], ""char""], [[""char"", ""const char *"", ""-"", ""2"", ""=""], ""char""], [[""char"", ""'0'"", ""=""], ""char""], [[""const char *""], ""const char *""], [[""const char *"", ""const char *"", ""=""], ""const char *""], [[""const char *""], ""const char *""]]","[""\""%.4s-%.2s-%.2s %.2s:%.2s:%c%c%s%.*s%s%.*s\"""", ""4"", ""6"", ""8"", ""10"", ""\"".\"""", ""\""\""""]"
"return curl_maprintf ( ""%u%.2s-%.2s-%.2s %.2s:%.2s:%.2s %.*s"" , 20 - ( * beg >= '5' ) , beg , beg + 2 , beg + 4 , beg + 6 , beg + 8 , sec , tzl , tzp ) ;",542:2:15448:15653,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/x509asn1.c,"[[[""const char *"", ""const char *"", "">=""]], [[""const char *"", ""const char *"", ""-"", ""0"", ""==""]]]","[[[""const char *"", ""const char *"", ""10"", ""+"", ""=""], ""const char *""], [[""const char *"", ""\""00\"""", ""=""], ""const char *""], [[""const char *""], ""const char *""], [[""const char *"", ""\""GMT\"""", ""=""], ""const char *""], [[""const char *""], ""const char *""], [[""size_t"", ""const char *"", ""const char *"", ""-"", ""=""], ""size_t""]]","[""\""%u%.2s-%.2s-%.2s %.2s:%.2s:%.2s %.*s\"""", ""20"", ""2"", ""4"", ""6"", ""8"", ""'5'""]"
"q = curl_maprintf ( ""%lu"" , len )",843:6:24304:24333,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/x509asn1.c,"[[[""struct Curl_easy *"", ""set"", ""ssl"", ""certinfo""]], [[""strcasecompare"", ""const char *"", ""\""rsaEncryption\""""]]]","[[[""unsigned long"", ""curl_asn1Element"", ""end"", ""const char *"", ""-"", ""8"", ""*"", ""=""], ""unsigned long""], [[""unsigned long""], ""unsigned long""]]","[""\""%lu\""""]"
"ccp = curl_maprintf ( ""%lx"" , version )",929:4:26949:26984,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/x509asn1.c,"[[[""struct Curl_easy *"", ""set"", ""ssl"", ""certinfo""]], [[""!"", ""const char *""]]]","[[[""unsigned long"", ""0"", ""=""], ""unsigned long""], [[""unsigned long"", ""unsigned long"", ""8"", ""<<"", ""*"", ""const char *"", ""|"", ""=""], ""unsigned long""]]","[""\""%lx\""""]"
"_snprintf ( buffer , sizeof ( buffer ) , ""Line %d, Column %d"" , line , column )",787:2:21915:21984,/data/download/CMake/cmake-master/cmake-master/Utilities/cmjsoncpp/src/lib_json/json_reader.cpp,"[[[""char [ 18 + 16 + 16 + 1 ]"", ""18"", ""16"", ""16"", ""1"", ""+"", ""+"", ""+""]], [[""getLocationLineAndColumn"", ""Location"", ""int"", ""int""]]]","[[[""line"", ""int""], ""line""], [[""line"", ""int""], ""int""], [[""char [ 18 + 16 + 16 + 1 ]"", ""18"", ""16"", ""16"", ""1"", ""+"", ""+"", ""+""], ""char [ 18 + 16 + 16 + 1 ]""]]","[""\""Line %d, Column %d\""""]"
"len = _snprintf ( buffer , sizeof ( buffer ) , ""%.16g"" , value )",119:2:2953:3008,/data/download/CMake/cmake-master/cmake-master/Utilities/cmjsoncpp/src/lib_json/json_writer.cpp,"[[[""int"", ""int"", ""-"", ""1"", ""=""]], [[""char [ 32 ]"", ""32""]]]","[[[""double""], ""double""], [[""char [ 32 ]"", ""32""], ""char [ 32 ]""]]","[""\""%.16g\""""]"
"( void ) printf ( ""Output: %s\n"" , ctime ( & d ) )",1033:6:27824:27863,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_getdate.c,"[[[""time_t"", ""-"", ""1"", ""==""]], [[""*"", ""char * *"", ""NULL"", ""!=""]]]",[],"[""\""Output: %s\\n\""""]"
"( void ) printf ( ""Bad format - couldn't convert.\n"" )",1031:6:27758:27806,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_getdate.c,"[[[""time_t"", ""-"", ""1"", ""==""]], [[""*"", ""char * *"", ""NULL"", ""!=""]]]",[],"[""\""Bad format - couldn't convert.\\n\""""]"
"( void ) printf ( ""Input: %s\n"" , * argv )",1028:5:27667:27701,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_getdate.c,"[[[""*"", ""char * *"", ""NULL"", ""!=""]]]","[[[""char * *""], ""char * *""]]","[""\""Input: %s\\n\""""]"
"sprintf ( zip -> format_name , ""7-Zip"" )",778:1:22033:22067,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_7zip.c,"[[[""struct _7zip_entry *"", ""mode"", ""AE_IFMT"", ""&"", ""AE_IFLNK"", ""==""]], [[""struct _7zip *"", ""entry_bytes_remaining"", ""0"", "">""]], [[""archive_entry_copy_pathname_l"", ""struct archive_entry *"", ""struct _7zip_entry *"", ""utf16name"", ""struct _7zip_entry *"", ""name_len"", ""struct _7zip *"", ""sconv"", ""0"", ""!=""]], [[""errno"", ""ENOMEM"", ""==""]], [[""unsigned char *"", ""NULL"", ""==""]], [[""struct _7zip_entry *"", ""mode"", ""AE_IFMT"", ""&"", ""AE_IFLNK"", ""==""]]]","[[[""struct _7zip *"", ""struct _7zip *"", ""struct archive_read *"", ""format"", ""data"", ""=""], ""struct _7zip *""], [[""struct _7zip *"", ""end_of_entry"", ""1"", ""=""], ""* zip""], [[""struct _7zip *"", ""entry_bytes_remaining"", ""struct _7zip *"", ""si"", ""ss"", ""unpackSizes"", ""struct _7zip_entry *"", ""ssIndex"", ""=""], ""* zip""], [[""struct _7zip *"", ""entry_bytes_remaining"", ""0"", ""=""], ""* zip""]]","[""\""7-Zip\""""]"
"sprintf ( cab -> format_name , ""CAB %d.%d (%s)"" , hd -> major , hd -> minor , cab -> entry_cffolder -> compname )",1008:1:27605:27706,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_cab.c,"[[[""archive_entry_copy_pathname_l"", ""struct archive_entry *"", ""struct cffile *"", ""pathname"", ""s"", ""archive_strlen"", ""&"", ""struct cffile *"", ""pathname"", ""struct archive_string_conv *"", ""0"", ""!=""]], [[""errno"", ""ENOMEM"", ""==""]], [[""struct cab *"", ""sconv_utf8"", ""NULL"", ""==""]], [[""struct cab *"", ""sconv_utf8"", ""NULL"", ""==""]], [[""struct cffile *"", ""attr"", ""ATTR_NAME_IS_UTF"", ""&""]], [[""archive_entry_copy_pathname_l"", ""struct archive_entry *"", ""struct cffile *"", ""pathname"", ""s"", ""archive_strlen"", ""&"", ""struct cffile *"", ""pathname"", ""struct archive_string_conv *"", ""0"", ""!=""]]]","[[[""struct cab *"", ""struct archive_read *"", ""format"", ""data"", ""=""], ""struct cab *""], [[""struct cab *"", ""end_of_entry_cleanup"", ""struct cab *"", ""end_of_entry"", ""1"", ""="", ""=""], ""* cab""], [[""struct cab *"", ""entry_offset"", ""0"", ""=""], ""* cab""], [[""struct cffile *"", ""&"", ""struct cfheader *"", ""file_array"", ""struct cfheader *"", ""file_index"", ""=""], ""* hd""], [[""struct cab *"", ""entry_cffolder"", ""&"", ""struct cfheader *"", ""folder_array"", ""struct cffile *"", ""folder"", ""=""], ""cab -> entry_cffolder""], [[""struct cab *"", ""entry_cffolder"", ""&"", ""struct cfheader *"", ""folder_array"", ""struct cfheader *"", ""folder_count"", ""1"", ""-"", ""=""], ""cab -> entry_cffolder""], [[""struct cab *"", ""entry_cffolder"", ""&"", ""struct cfheader *"", ""folder_array"", ""0"", ""=""], ""cab -> entry_cffolder""], [[""struct cfheader *"", ""&"", ""struct cab *"", ""cfheader"", ""=""], ""struct cfheader *""]]","[""\""CAB %d.%d (%s)\""""]"
"sprintf ( lha -> format_name , ""lha -%c%c%c-"" , lha -> method [ 0 ] , lha -> method [ 1 ] , lha -> method [ 2 ] )",713:1:19956:20050,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_lha.c,"[[[""archive_strlen"", ""&"", ""linkname"", ""0"", "">""]], [[""archive_entry_copy_symlink_l"", ""struct archive_entry *"", ""struct archive_string"", ""s"", ""struct archive_string"", ""length"", ""struct lha *"", ""sconv"", ""0"", ""!=""]], [[""errno"", ""ENOMEM"", ""==""]], [[""archive_entry_copy_pathname_l"", ""struct archive_entry *"", ""struct archive_string"", ""s"", ""struct archive_string"", ""length"", ""struct lha *"", ""sconv"", ""0"", ""!=""]], [[""errno"", ""ENOMEM"", ""==""]], [[""archive_strlen"", ""&"", ""linkname"", ""0"", "">""]], [[""archive_entry_copy_symlink_l"", ""struct archive_entry *"", ""struct archive_string"", ""s"", ""struct archive_string"", ""length"", ""struct lha *"", ""sconv"", ""0"", ""!=""]]]","[[[""struct lha *"", ""method"", ""2"", ""const unsigned char *"", ""H_METHOD_OFFSET"", ""3"", ""+"", ""=""], ""* lha -> method""], [[""struct lha *"", ""end_of_entry"", ""1"", ""=""], ""* lha""], [[""struct lha *"", ""entry_crc_calculated"", ""0"", ""=""], ""* lha""], [[""struct lha *"", ""method"", ""2"", ""const unsigned char *"", ""H_METHOD_OFFSET"", ""3"", ""+"", ""=""], ""* * lha""], [[""struct lha *"", ""struct archive_read *"", ""format"", ""data"", ""=""], ""struct lha *""]]","[""\""lha -%c%c%c-\"""", ""0"", ""1"", ""2""]"
"archive_string_sprintf ( & cp , ""CP%d"" , ( int ) archive_le32dec ( extdheader ) )",1268:5:39229:39307,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_lha.c,"[[[""archive_le32dec"", ""const unsigned char *""]], [[""size_t"", ""==""]]]","[[[""const unsigned char *"", ""int"", ""1"", ""+"", ""+=""], ""const unsigned char *""]]","[""\""CP%d\""""]"
"archive_string_sprintf ( & w -> sver , ""WARC/%u.%u"" , ver / 10000 , ( ver % 10000 ) / 100 )",295:2:8342:8425,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_warc.c,"[[[""unsigned int"", ""struct warc_s *"", ""pver"", ""!=""]], [[""time_t"", ""-"", ""1"", ""==""]]]","[[[""struct warc_s *"", ""struct warc_s *"", ""struct archive_read *"", ""format"", ""data"", ""=""], ""struct warc_s *""], [[""unsigned int"", ""_warc_rdver"", ""const char *"", ""const char *"", ""const char *"", ""-"", ""=""], ""unsigned int""]]","[""\""WARC/%u.%u\"""", ""10000"", ""100"", ""10000""]"
"archive_string_sprintf ( & zip -> format_name , ""ZIP %d.%d (%s)"" , version / 10 , version % 10 , compression_name ( zip -> entry -> compression ) )",1059:1:31212:31352,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_zip.c,"[[[""__archive_read_consume"", ""struct archive_read *"", ""size_t"", ""0"", ""<""]], [[""struct zip *"", ""entry"", ""mode"", ""AE_IFMT"", ""&"", ""AE_IFLNK"", ""==""]], [[""archive_entry_copy_symlink_l"", ""struct archive_entry *"", ""const char *"", ""size_t"", ""struct archive_string_conv *"", ""0"", ""!=""]], [[""errno"", ""ENOMEM"", ""==""]], [[""ARCHIVE_OK"", ""process_extra"", ""struct archive_read *"", ""const void *"", ""size_t"", ""struct zip_entry *"", ""!=""]]]","[[[""char"", ""const char *"", ""4"", ""=""], ""char""], [[""struct zip *""], ""struct zip *""], [[""struct zip *"", ""end_of_entry"", ""1"", ""=""], ""* zip""], [[""struct zip *"", ""entry_bytes_remaining"", ""struct zip_entry *"", ""compressed_size"", ""=""], ""* zip""]]","[""\""ZIP %d.%d (%s)\"""", ""10"", ""10""]"
"_snprintf ( oemcp , sizeof ( oemcp ) - 1 , ""CP%d"" , a -> current_oemcp )",1752:1:47229:47288,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_string.c,"[[[""const char *"", ""NULL"", ""!=""]], [[""struct archive *"", ""current_codepage"", ""CP_C_LOCALE"", ""=="", ""struct archive *"", ""current_codepage"", ""struct archive *"", ""current_oemcp"", ""=="", ""||""]]]","[[[""char [ 16 ]"", ""16""], ""char [ 16 ]""], [[""struct archive *""], ""struct archive *""]]","[""\""CP%d\"""", ""1""]"
"_snprintf ( oemcp , sizeof ( oemcp ) - 1 , ""CP%d"" , a -> current_oemcp )",1773:1:47934:47993,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_string.c,"[[[""const char *"", ""NULL"", ""!=""]], [[""struct archive *"", ""current_codepage"", ""CP_C_LOCALE"", ""=="", ""struct archive *"", ""current_codepage"", ""struct archive *"", ""current_oemcp"", ""=="", ""||""]]]","[[[""char [ 16 ]"", ""16""], ""char [ 16 ]""], [[""struct archive *""], ""struct archive *""]]","[""\""CP%d\"""", ""1""]"
"archive_string_vsprintf ( as , fmt , ap )",82:1:2888:2924,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_string_sprintf.c,"[[[""va_start"", ""va_list"", ""const char *""]], [[""va_list""]]]","[[[""struct archive_string *""], ""struct archive_string *""], [[""va_list""], ""va_list""], [[""const char *""], ""const char *""]]",[]
"archive_string_vsprintf ( & ( a -> error_string ) , fmt , ap )",261:1:5462:5514,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_util.c,"[[[""const char *"", ""NULL"", ""==""]]]","[[[""va_list""], ""va_list""], [[""struct archive *""], ""struct archive *""], [[""const char *""], ""const char *""]]",[]
"archive_string_sprintf ( & state -> encoded_buff , ""begin-base64 %o %s\n"" , state -> mode , state -> name . s )",175:1:5441:5542,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_add_filter_b64encode.c,"[[[""archive_string_ensure"", ""&"", ""struct private_b64encode *"", ""encoded_buff"", ""size_t"", ""512"", ""+"", ""NULL"", ""==""]], [[""int"", ""ARCHIVE_OK"", ""!=""]]]","[[[""struct private_b64encode *"", ""size_t"", ""size_t"", ""=""], ""* state""], [[""struct private_b64encode *"", ""struct private_b64encode *"", ""struct archive_write_filter *"", ""data"", ""=""], ""struct private_b64encode *""]]","[""\""begin-base64 %o %s\\n\""""]"
"archive_string_sprintf ( & state -> encoded_buff , ""====\n"" )",274:1:7948:8002,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_add_filter_b64encode.c,"[[[""b64_encode"", ""&"", ""struct private_b64encode *"", ""encoded_buff"", ""struct private_b64encode *"", ""hold"", ""struct private_b64encode *"", ""hold_len""]], [[""int"", ""ret2""]]]","[[[""struct private_b64encode *"", ""struct private_b64encode *"", ""struct archive_write_filter *"", ""data"", ""=""], ""struct private_b64encode *""]]","[""\""====\\n\""""]"
"archive_string_sprintf ( & state -> encoded_buff , ""begin %o %s\n"" , state -> mode , state -> name . s )",164:1:5055:5149,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_add_filter_uuencode.c,"[[[""archive_string_ensure"", ""&"", ""struct private_uuencode *"", ""encoded_buff"", ""size_t"", ""512"", ""+"", ""NULL"", ""==""]], [[""int"", ""ARCHIVE_OK"", ""!=""]]]","[[[""struct private_uuencode *"", ""size_t"", ""size_t"", ""=""], ""* state""], [[""struct private_uuencode *"", ""struct private_uuencode *"", ""struct archive_write_filter *"", ""data"", ""=""], ""struct private_uuencode *""]]","[""\""begin %o %s\\n\""""]"
"archive_string_sprintf ( & state -> encoded_buff , ""`\nend\n"" )",265:1:7645:7701,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_add_filter_uuencode.c,"[[[""uu_encode"", ""&"", ""struct private_uuencode *"", ""encoded_buff"", ""struct private_uuencode *"", ""hold"", ""struct private_uuencode *"", ""hold_len""]], [[""int"", ""ret2""]]]","[[[""struct private_uuencode *"", ""struct private_uuencode *"", ""struct archive_write_filter *"", ""data"", ""=""], ""struct private_uuencode *""]]","[""\""`\\nend\\n\""""]"
"archive_string_sprintf ( a_estr , errstr , path )",2470:2:72543:72587,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_disk_posix.c,"[[[""struct archive_string *""]]]","[[[""const char *""], ""const char *""], [[""const char *""], ""const char *""], [[""struct archive_string *""], ""struct archive_string *""]]",[]
"archive_string_sprintf ( info , ""%c%s=%x"" , prefix , key , d )",4039:2:109419:109480,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_iso9660.c,"[[[""enum keytype"", ""KEY_HEX"", ""==""]]]","[[[""char"", ""*"", ""int *"", ""0"", ""=="", ""' '"", ""','"", ""=""], ""char""], [[""int"", ""va_arg"", ""va_list"", ""int"", ""=""], ""int""], [[""const char *""], ""const char *""], [[""struct archive_string *""], ""struct archive_string *""]]","[""\""%c%s=%x\""""]"
"archive_string_sprintf ( info , ""%c%s=%d"" , prefix , key , d )",4034:2:109307:109368,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_iso9660.c,"[[[""enum keytype"", ""KEY_INT"", ""==""]]]","[[[""char"", ""*"", ""int *"", ""0"", ""=="", ""' '"", ""','"", ""=""], ""char""], [[""int"", ""va_arg"", ""va_list"", ""int"", ""=""], ""int""], [[""const char *""], ""const char *""], [[""struct archive_string *""], ""struct archive_string *""]]","[""\""%c%s=%d\""""]"
"archive_string_sprintf ( info , ""%c%s=%s"" , prefix , key , s )",4029:2:109195:109256,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_iso9660.c,"[[[""enum keytype"", ""KEY_STR"", ""==""]]]","[[[""char"", ""*"", ""int *"", ""0"", ""=="", ""' '"", ""','"", ""=""], ""char""], [[""const char *""], ""const char *""], [[""const char *""], ""const char *""], [[""struct archive_string *""], ""struct archive_string *""]]","[""\""%c%s=%s\""""]"
"archive_string_sprintf ( info , ""%c%s%s"" , prefix , ( d == 0 ) ? ""!"" : """" , key )",4024:2:109061:109135,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_iso9660.c,"[[[""enum keytype"", ""KEY_FLG"", ""==""]]]","[[[""char"", ""*"", ""int *"", ""0"", ""=="", ""' '"", ""','"", ""=""], ""char""], [[""int"", ""va_arg"", ""va_list"", ""int"", ""=""], ""int""], [[""const char *""], ""const char *""], [[""struct archive_string *""], ""struct archive_string *""]]","[""\""%c%s%s\"""", ""\""!\"""", ""\""\"""", ""0""]"
"archive_string_sprintf ( & info , ""INFO %s%s"" , buf , archive_version_string ( ) )",4087:1:110568:110646,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_iso9660.c,"[[[""archive_string_ensure"", ""&"", ""info"", ""size_t"", ""NULL"", ""==""]], [[""size_t"", ""wb_remaining"", ""struct archive_write *"", "">""]], [[""int"", ""ARCHIVE_OK"", ""!=""]]]","[[[""char [ 128 ]"", ""128""], ""char [ 128 ]""]]","[""\""INFO %s%s\""""]"
"archive_string_sprintf ( & mtree -> buf , ""/set%s\n"" , setstr . s )",576:2:19015:19072,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_mtree.c,"[[[""struct archive_string"", ""length"", ""0"", "">""]]]","[[[""struct mtree_writer *""], ""struct mtree_writer *""], [[""struct archive_string""], ""struct archive_string""]]","[""\""/set%s\\n\""""]"
"archive_string_sprintf ( & mtree -> buf , ""/unset%s\n"" , unsetstr . s )",573:2:18893:18954,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_mtree.c,"[[[""struct archive_string"", ""length"", ""0"", "">""]]]","[[[""struct mtree_writer *""], ""struct mtree_writer *""], [[""struct archive_string""], ""struct archive_string""]]","[""\""/unset%s\\n\""""]"
"archive_string_sprintf ( & setstr , "" mode=%o"" , ( unsigned int ) mtree -> set . mode )",553:2:18290:18370,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_mtree.c,"[[[""int"", ""int"", ""F_MODE"", ""&"", ""&"", ""0"", ""!=""]]]","[[[""struct mtree_writer *""], ""struct mtree_writer *""], [[""struct mtree_writer *"", ""set"", ""mode"", ""struct att_counter_set *"", ""mode_list"", ""m_entry"", ""mode"", ""=""], ""mtree -> set""], [[""struct mtree_writer *"", ""set"", ""mode"", ""struct att_counter_set *"", ""mode_list"", ""m_entry"", ""mode"", ""=""], ""mtree -> set . mode""], [[""struct mtree_writer *"", ""set"", ""mode"", ""struct att_counter_set *"", ""mode_list"", ""m_entry"", ""mode"", ""=""], ""* mtree""]]","[""\"" mode=%o\""""]"
"archive_string_sprintf ( & setstr , "" gid=%jd"" , ( intmax_t ) mtree -> set . gid )",548:2:18118:18193,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_mtree.c,"[[[""int"", ""int"", ""F_GID"", ""&"", ""&"", ""0"", ""!=""]]]","[[[""struct mtree_writer *""], ""struct mtree_writer *""], [[""struct mtree_writer *"", ""set"", ""gid"", ""struct att_counter_set *"", ""gid_list"", ""m_entry"", ""gid"", ""=""], ""mtree -> set""], [[""struct mtree_writer *"", ""set"", ""gid"", ""struct att_counter_set *"", ""gid_list"", ""m_entry"", ""gid"", ""=""], ""mtree -> set . gid""], [[""struct mtree_writer *"", ""set"", ""gid"", ""struct att_counter_set *"", ""gid_list"", ""m_entry"", ""gid"", ""=""], ""* mtree""]]","[""\"" gid=%jd\""""]"
"archive_string_sprintf ( & setstr , "" uid=%jd"" , ( intmax_t ) mtree -> set . uid )",533:2:17638:17713,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_mtree.c,"[[[""int"", ""int"", ""F_UID"", ""&"", ""&"", ""0"", ""!=""]]]","[[[""struct mtree_writer *""], ""struct mtree_writer *""], [[""struct mtree_writer *"", ""set"", ""uid"", ""struct att_counter_set *"", ""uid_list"", ""m_entry"", ""uid"", ""=""], ""mtree -> set""], [[""struct mtree_writer *"", ""set"", ""uid"", ""struct att_counter_set *"", ""uid_list"", ""m_entry"", ""uid"", ""=""], ""mtree -> set . uid""], [[""struct mtree_writer *"", ""set"", ""uid"", ""struct att_counter_set *"", ""uid_list"", ""m_entry"", ""uid"", ""=""], ""* mtree""]]","[""\"" uid=%jd\""""]"
"archive_string_sprintf ( str , "" size=%jd"" , ( intmax_t ) me -> size )",1050:3:31267:31334,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_write_set_format_mtree.c,"[[[""int"", ""F_SIZE"", ""&"", ""0"", ""!=""]], [[""struct mtree_entry *"", ""filetype""]]]","[[[""struct archive_string *"", ""struct mtree_writer *"", ""indent"", ""struct mtree_writer *"", ""classic"", ""||"", ""&"", ""struct mtree_writer *"", ""ebuf"", ""&"", ""struct mtree_writer *"", ""buf"", ""=""], ""struct archive_string *""], [[""struct mtree_entry *""], ""struct mtree_entry *""]]","[""\"" size=%jd\""""]"
